"Udmurt lexicon: add 500 adjectives (3)", "Add 500 adjectives to the Udmurt lexicon in <a href=""http://wiki.apertium.org/wiki/lexc"">lexc</a>.", "24", "ftyers", "Hard", "Code", ""
"Udmurt lexicon: add 500 adjectives (4)", "Add 500 adjectives to the Udmurt lexicon in <a href=""http://wiki.apertium.org/wiki/lexc"">lexc</a>.", "24", "ftyers", "Hard", "Code", ""
"Udmurt lexicon: add 50 adverbs", "Add 50 adverbs to the Udmurt lexicon in <a href=""http://wiki.apertium.org/wiki/lexc"">lexc</a>, avoiding compositional forms of verbs and nouns.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Komi bilingual dictionary: add 500 nouns (1)", "Add 500 nouns to the Udmurt--Komi <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Komi bilingual dictionary: add 500 nouns (2)", "Add 500 nouns to the Udmurt--Komi <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Komi bilingual dictionary: add 500 nouns (3)", "Add 500 nouns to the Udmurt--Komi <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Komi bilingual dictionary: add 500 nouns (4)", "Add 500 nouns to the Udmurt--Komi <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Komi bilingual dictionary: add 500 verbs (1)", "Add 500 verbs to the Udmurt--Komi <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Komi bilingual dictionary: add 500 verbs (2)", "Add 500 verbs to the Udmurt--Komi <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Komi bilingual dictionary: add 500 verbs (3)", "Add 500 verbs to the Udmurt--Komi <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Komi bilingual dictionary: add 500 verbs (4)", "Add 500 verbs to the Udmurt--Komi <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Komi bilingual dictionary: add 500 adjectives (1)", "Add 500 adjectives to the Udmurt--Komi <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Komi bilingual dictionary: add 500 adjectives (2)", "Add 500 adjectives to the Udmurt--Komi <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Komi bilingual dictionary: add 500 adjectives (3)", "Add 500 adjectives to the Udmurt--Komi <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Komi bilingual dictionary: add 500 adjectives (4)", "Add 500 adjectives to the Udmurt--Komi <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Komi bilingual dictionary: add 50 adverbs", "Add 50 adverbs to the Udmurt--Komi <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mari bilingual dictionary: add 500 nouns (1)", "Add 500 nouns to the Udmurt--Mari <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mari bilingual dictionary: add 500 nouns (2)", "Add 500 nouns to the Udmurt--Mari <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mari bilingual dictionary: add 500 nouns (3)", "Add 500 nouns to the Udmurt--Mari <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mari bilingual dictionary: add 500 nouns (4)", "Add 500 nouns to the Udmurt--Mari <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mari bilingual dictionary: add 500 verbs (1)", "Add 500 verbs to the Udmurt--Mari <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mari bilingual dictionary: add 500 verbs (2)", "Add 500 verbs to the Udmurt--Mari <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mari bilingual dictionary: add 500 verbs (3)", "Add 500 verbs to the Udmurt--Mari <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mari bilingual dictionary: add 500 verbs (4)", "Add 500 verbs to the Udmurt--Mari <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mari bilingual dictionary: add 500 adjectives (1)", "Add 500 adjectives to the Udmurt--Mari <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mari bilingual dictionary: add 500 adjectives (2)", "Add 500 adjectives to the Udmurt--Mari <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mari bilingual dictionary: add 500 adjectives (3)", "Add 500 adjectives to the Udmurt--Mari <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mari bilingual dictionary: add 500 adjectives (4)", "Add 500 adjectives to the Udmurt--Mari <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mari bilingual dictionary: add 50 adverbs", "Add 50 adverbs to the Udmurt--Mari <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Finnish bilingual dictionary: add 500 nouns (1)", "Add 500 nouns to the Udmurt--Finnish <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Finnish bilingual dictionary: add 500 nouns (2)", "Add 500 nouns to the Udmurt--Finnish <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Finnish bilingual dictionary: add 500 nouns (3)", "Add 500 nouns to the Udmurt--Finnish <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Finnish bilingual dictionary: add 500 nouns (4)", "Add 500 nouns to the Udmurt--Finnish <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Finnish bilingual dictionary: add 500 verbs (1)", "Add 500 verbs to the Udmurt--Finnish <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Finnish bilingual dictionary: add 500 verbs (2)", "Add 500 verbs to the Udmurt--Finnish <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Finnish bilingual dictionary: add 500 verbs (3)", "Add 500 verbs to the Udmurt--Finnish <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Finnish bilingual dictionary: add 500 verbs (4)", "Add 500 verbs to the Udmurt--Finnish <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Finnish bilingual dictionary: add 500 adjectives (1)", "Add 500 adjectives to the Udmurt--Finnish <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Finnish bilingual dictionary: add 500 adjectives (2)", "Add 500 adjectives to the Udmurt--Finnish <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Finnish bilingual dictionary: add 500 adjectives (3)", "Add 500 adjectives to the Udmurt--Finnish <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Finnish bilingual dictionary: add 500 adjectives (4)", "Add 500 adjectives to the Udmurt--Finnish <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Finnish bilingual dictionary: add 50 adverbs", "Add 50 adverbs to the Udmurt--Finnish <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mordvin bilingual dictionary: add 500 nouns (1)", "Add 500 nouns to the Udmurt--Mordvin <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mordvin bilingual dictionary: add 500 nouns (2)", "Add 500 nouns to the Udmurt--Mordvin <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mordvin bilingual dictionary: add 500 nouns (3)", "Add 500 nouns to the Udmurt--Mordvin <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mordvin bilingual dictionary: add 500 nouns (4)", "Add 500 nouns to the Udmurt--Mordvin <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mordvin bilingual dictionary: add 500 verbs (1)", "Add 500 verbs to the Udmurt--Mordvin <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mordvin bilingual dictionary: add 500 verbs (2)", "Add 500 verbs to the Udmurt--Mordvin <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mordvin bilingual dictionary: add 500 verbs (3)", "Add 500 verbs to the Udmurt--Mordvin <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mordvin bilingual dictionary: add 500 verbs (4)", "Add 500 verbs to the Udmurt--Mordvin <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mordvin bilingual dictionary: add 500 adjectives (1)", "Add 500 adjectives to the Udmurt--Mordvin <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mordvin bilingual dictionary: add 500 adjectives (2)", "Add 500 adjectives to the Udmurt--Mordvin <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mordvin bilingual dictionary: add 500 adjectives (3)", "Add 500 adjectives to the Udmurt--Mordvin <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mordvin bilingual dictionary: add 500 adjectives (4)", "Add 500 adjectives to the Udmurt--Mordvin <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
"Udmurt--Mordvin bilingual dictionary: add 50 adverbs", "Add 50 adverbs to the Udmurt--Mordvin <a href=""http://wiki.apertium.org/wiki/bidix"">bidix</a>.", "24", "ftyers, jnw", "Hard", "Code", ""
